Date,Anger,Disgust,Fear,Joy,Neutral,Sadness,Surprise,Happiness Score,Text
2025-12-01 00:00:00,0.002078288933262229,0.0012383341090753675,0.00020657638378906995,0.9665398597717285,0.012633996084332466,0.006414132658392191,0.010888749733567238,9.807759987335885,Got coffee with an old friend today. We laughed so much. It's been too long since we caught up. Feeling grateful for good people in my life.
2025-12-02 00:00:00,0.0050345552153885365,0.001949542434886098,0.002598003251478076,0.5549330115318298,0.08771322667598724,0.16129019856452942,0.1864815056324005,7.286104212515056,Work was fine. Nothing exciting but got through my to-do list. Cooked a new recipe for dinner - turned out okay. Average day overall.
2025-12-03 00:00:00,0.0012338507222011685,0.0009600569028407335,0.00035072522587142885,0.9546961784362793,0.021997671574354172,0.003844533348456025,0.016916988417506218,9.768072134873364,Finally finished that book I've been reading for weeks! The ending was perfect. Also the weather was beautiful - took a long walk in the park.
2025-12-04 00:00:00,0.018175361678004265,0.012224622070789337,0.0281385388225317,0.0035594089422374964,0.03170723095536232,0.873198390007019,0.03299649804830551,1.3886585501022637,Woke up with a headache. Work was stressful with back-to-back meetings. Didn't get much done. Just felt off all day.
2025-12-05 00:00:00,0.00507166376337409,0.024075185880064964,0.938531756401062,0.0013467174721881747,0.009074435569345951,0.015459021553397179,0.006441280245780945,2.0913819756824523,Terrible sleep last night. Anxious about some family stuff. Couldn't focus on anything. Just wanted the day to end.
2025-12-06 00:00:00,0.0009823316941037774,0.0007821404142305255,0.989072859287262,0.0013313281815499067,0.0033425712026655674,0.0031599977519363165,0.0013288052286952734,2.0234155788784847,Slept better. Talked to my mom - feeling less anxious about things. Small steps. Did some cleaning which weirdly helped my mood.
2025-12-07 00:00:00,0.0022249205503612757,0.0007911993889138103,0.0006653848686255515,0.891257643699646,0.03790668770670891,0.005178278312087059,0.061975862830877304,9.485863818670623,"Great Saturday! Farmers market in the morning, then tried that new cafe everyone's been talking about. Met some friends for game night. Fun day."
2025-12-08 00:00:00,0.007372130639851093,0.01078075636178255,0.0013792150421068072,0.751631498336792,0.12676267325878143,0.08904920518398285,0.013024459592998028,8.370577898574993,"Relaxing Sunday. Slept in, made pancakes. Caught up on laundry and chores. Nothing exciting but satisfying to be productive at home."
2025-12-09 00:00:00,0.007600836921483278,0.06817127764225006,0.014021577313542366,0.004300305154174566,0.2038220912218094,0.6926048994064331,0.009479057975113392,2.1199218570254743,"Monday energy is rough. Work wasn't bad, just felt sluggish. Made a simple dinner and watched TV. Nothing to complain about really."
2025-12-10 00:00:00,0.005339516792446375,0.0025819549337029457,0.0009804791770875454,0.009935179725289345,0.036775216460227966,0.002682698192074895,0.9417049884796143,5.953768803505227,Productive day at work - finished a big project early. Boss seemed impressed. Treated myself to takeout to celebrate.
2025-12-11 00:00:00,0.012604020535945892,0.010493072681128979,0.0023254482075572014,0.002833425533026457,0.007135734893381596,0.9539785385131836,0.010629826225340366,1.1409976333379745,Computer crashed and I lost some work. So frustrating. Had to stay late to redo things. Exhausted.
2025-12-12 00:00:00,0.008443508297204971,0.007340843789279461,0.0015675228787586093,0.05321212857961655,0.8733482956886292,0.03424734249711037,0.02184031903743744,5.105093950172886,Better than yesterday. Backed up all my files. Work was steady. Learned my lesson about saving more often.
2025-12-13 00:00:00,0.0025604793336242437,0.002103216480463743,0.000852475524879992,0.9804418087005615,0.009124013595283031,0.0007694654050283134,0.004148451145738363,9.888376623566728,Presentation went amazing! Everyone loved my ideas. Got lots of positive feedback. Feeling validated and confident.
2025-12-14 00:00:00,0.00124244240578264,0.001438618404790759,0.0004263735609129071,0.9411514401435852,0.028337156400084496,0.004195761866867542,0.02320820838212967,9.704494858742692,Nice Thursday. Grabbed lunch with a coworker - good conversation. Found out we have similar interests. Made plans to hang out outside work.
2025-12-15 00:00:00,0.004083150532096624,0.0010004477808251977,0.0007761166780255735,0.782131552696228,0.021371951326727867,0.00919224601238966,0.18144454061985016,9.035671948338859,TGIF! Weekend plans are lined up. Got an unexpected bonus at work. Everything just feels right today. So grateful.
2025-12-16 00:00:00,0.0014858392532914877,0.0012612667633220553,0.0008628512150608003,0.978670060634613,0.012375295162200928,0.0014335529413074255,0.003911060281097889,9.881733605521731,"Went on a spontaneous road trip with friends. Beautiful scenery, good music, great company. These are the days I live for."
2025-12-17 00:00:00,0.005757909268140793,0.012466665357351303,0.0015753067564219236,0.18793611228466034,0.412683367729187,0.36976543068885803,0.009815269149839878,4.430210191290826,Tired from yesterday but in the best way. Spent today just relaxing and processing all the good vibes. Recharged.
2025-12-18 00:00:00,0.003360648173838854,0.0035865497775375843,0.0006586104282177985,0.07844032347202301,0.03025319240987301,0.861697256565094,0.02200341783463955,1.9484110284829512,Back to reality. Monday hit hard after such a fun weekend. Work was boring. Missing the freedom of the weekend.
2025-12-19 00:00:00,0.18518784642219543,0.2850242853164673,0.011333509348332882,0.004692806396633387,0.13740666210651398,0.3626866638660431,0.013668247498571873,2.5266095297411084,Got some criticism on a project at work. Felt personal even though it probably wasn't. Mood was down all day.
2025-12-20 00:00:00,0.01769961044192314,0.011836162768304348,0.001165800727903843,0.021703461185097694,0.9084786772727966,0.008335146121680737,0.03078114613890648,5.019825884141028,Reflected on yesterday's feedback - it was actually fair. Made revisions. Growth mindset is hard but necessary.
2025-12-21 00:00:00,0.002401630859822035,0.0029238034039735794,0.000582249544095248,0.920218288898468,0.06512963026762009,0.0036322970408946276,0.00511204544454813,9.57739695359487,Solid day. Work felt smoother. My revisions were approved. Cooked a really good dinner. Small wins add up.
2025-12-22 00:00:00,0.015649449080228806,0.3117763102054596,0.0770646184682846,0.035435810685157776,0.4180968403816223,0.09020569920539856,0.05177123472094536,4.262559343129396,Randomly ran into an old classmate at the grocery store. We grabbed coffee and talked for hours. Felt like no time had passed.
2025-12-23 00:00:00,0.001796029624529183,0.00040658339275978506,0.0008965986198745668,0.9775587916374207,0.003250166540965438,0.0013322904706001282,0.01475953496992588,9.886943809804507,Got accepted to that program I applied for! I'm so excited. Celebrated with my family. They're so proud and supportive.
2025-12-24 00:00:00,0.001437252969481051,0.0012911470839753747,0.0013769149081781507,0.9703623652458191,0.01913956180214882,0.0019494977314025164,0.004443282261490822,9.837286323891021,Still buzzing from yesterday's news. Started planning for the program. Feeling optimistic about the future.
2025-12-25 00:00:00,0.0261774230748415,0.013276969082653522,0.0037268882151693106,0.1862351894378662,0.4936079680919647,0.26838019490242004,0.008595352992415428,4.7370831235311925,"Chill weekend day. Did some errands, organized my space. Productive without being stressful. Balanced."
2025-12-26 00:00:00,0.0015385095030069351,0.003208619775250554,0.9736689925193787,0.00109629868529737,0.011190418154001236,0.007396249566227198,0.0019009410170838237,2.0474279469344765,Sunday evening dread is real. Prepped for the week. Not looking forward to Monday but trying to stay positive.
2025-12-27 00:00:00,0.04846123605966568,0.46895453333854675,0.21904031932353973,0.0010859533213078976,0.052935704588890076,0.021430591121315956,0.18809174001216888,3.7878790954127908,Mondays are the worst. So much to catch up on. Felt overwhelmed with everything on my plate. Need better time management.
2025-12-28 00:00:00,0.010153726674616337,0.02313442900776863,0.0008617910207249224,0.6334515810012817,0.317781001329422,0.009380226023495197,0.005237333942204714,8.068640071083792,Made a to-do list and actually stuck to it. Feels good to be organized. One day at a time.
2025-12-29 00:00:00,0.0021642600186169147,0.001761161140166223,0.0004628618771675974,0.9264100790023804,0.048939261585474014,0.0035735026467591524,0.016688870266079903,9.62263845052803,Good day at work. Finally feeling caught up. Had a nice chat with a neighbor. Little social moments matter.
2025-12-30 00:00:00,0.0010527765844017267,0.0005264503415673971,0.0014306745724752545,0.974673330783844,0.012806817889213562,0.002096423413604498,0.00741351256147027,9.863364823162556,"overall it was a good month. Ups and downs but mostly growth. Excited for what's next.
"
